ANO_ELEICAO,SG_UF,SG_PARTIDO,DS_CARGO,eleitos,total_estado,coeficiente
2010,PR,PT,DEPUTADO ESTADUAL,6,49,12.24
2010,PR,PT,DEPUTADO FEDERAL,4,26,15.38
2010,PR,PTB,DEPUTADO FEDERAL,1,26,3.85
2010,PR,PV,DEPUTADO ESTADUAL,2,49,4.08
2010,PR,PV,DEPUTADO FEDERAL,1,26,3.85
2010,PR,REPUBLICANOS*,DEPUTADO ESTADUAL,1,49,2.04
2010,RJ,AVANTE*,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,CIDADANIA*,DEPUTADO ESTADUAL,2,61,3.28
2010,RJ,CIDADANIA*,DEPUTADO FEDERAL,1,39,2.56
2010,RJ,DC*,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,DEM*,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,DEM*,DEPUTADO FEDERAL,2,39,5.13
2010,RJ,MDB*,DEPUTADO ESTADUAL,11,61,18.03
2010,RJ,MDB*,DEPUTADO FEDERAL,7,39,17.95
2010,RJ,MOBILIZA*,DEPUTADO ESTADUAL,2,61,3.28
2010,RJ,PC DO B,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,PC DO B,DEPUTADO FEDERAL,1,39,2.56
2010,RJ,PDT,DEPUTADO ESTADUAL,10,61,16.39
2010,RJ,PDT,DEPUTADO FEDERAL,2,39,5.13
2010,RJ,PHS*,DEPUTADO FEDERAL,1,39,2.56
2010,RJ,PL*,DEPUTADO ESTADUAL,8,61,13.11
2010,RJ,PL*,DEPUTADO FEDERAL,6,39,15.38
2010,RJ,PP*,DEPUTADO ESTADUAL,2,61,3.28
2010,RJ,PP*,DEPUTADO FEDERAL,3,39,7.69
2010,RJ,PRP,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,PRTB*,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,PRTB*,DEPUTADO FEDERAL,1,39,2.56
2010,RJ,PSB,DEPUTADO ESTADUAL,3,61,4.92
2010,RJ,PSB,DEPUTADO FEDERAL,3,39,7.69
2010,RJ,PSC,DEPUTADO ESTADUAL,2,61,3.28
2010,RJ,PSC,DEPUTADO FEDERAL,2,39,5.13
2010,RJ,PSDB,DEPUTADO ESTADUAL,4,61,6.56
2010,RJ,PSDB,DEPUTADO FEDERAL,2,39,5.13
2010,RJ,PSOL,DEPUTADO ESTADUAL,2,61,3.28
2010,RJ,PSOL,DEPUTADO FEDERAL,1,39,2.56
2010,RJ,PT,DEPUTADO ESTADUAL,5,61,8.2
2010,RJ,PT,DEPUTADO FEDERAL,4,39,10.26
2010,RJ,PTB,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,PTB,DEPUTADO FEDERAL,1,39,2.56
2010,RJ,PTN,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,PV,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,PV,DEPUTADO FEDERAL,1,39,2.56
2010,RJ,REPUBLICANOS*,DEPUTADO ESTADUAL,1,61,1.64
2010,RJ,REPUBLICANOS*,DEPUTADO FEDERAL,1,39,2.56
2010,RN,DEM*,DEPUTADO ESTADUAL,2,21,9.52
2010,RN,DEM*,DEPUTADO FEDERAL,1,6,16.67
2010,RN,MDB*,DEPUTADO ESTADUAL,5,21,23.81
2010,RN,MDB*,DEPUTADO FEDERAL,1,6,16.67
2010,RN,MOBILIZA*,DEPUTADO ESTADUAL,3,21,14.29
2010,RN,MOBILIZA*,DEPUTADO FEDERAL,1,6,16.67
2010,RN,PDT,DEPUTADO ESTADUAL,1,21,4.76
2010,RN,PHS*,DEPUTADO ESTADUAL,1,21,4.76
2010,RN,PL*,DEPUTADO ESTADUAL,2,21,9.52
2010,RN,PL*,DEPUTADO FEDERAL,1,6,16.67
2010,RN,PSB,DEPUTADO ESTADUAL,3,21,14.29
2010,RN,PSB,DEPUTADO FEDERAL,1,6,16.67
2010,RN,PSDB,DEPUTADO ESTADUAL,1,21,4.76
2010,RN,PT,DEPUTADO ESTADUAL,1,21,4.76
2010,RN,PT,DEPUTADO FEDERAL,1,6,16.67
2010,RN,PTB,DEPUTADO ESTADUAL,1,21,4.76
2010,RN,PV,DEPUTADO ESTADUAL,1,21,4.76
2010,RO,AVANTE*,DEPUTADO ESTADUAL,1,19,5.26
2010,RO,CIDADANIA*,DEPUTADO FEDERAL,1,6,16.67
2010,RO,DC*,DEPUTADO ESTADUAL,2,19,10.53
2010,RO,DEM*,DEPUTADO ESTADUAL,1,19,5.26
2010,RO,MDB*,DEPUTADO ESTADUAL,2,19,10.53
2010,RO,MDB*,DEPUTADO FEDERAL,2,6,33.33
2010,RO,MOBILIZA*,DEPUTADO ESTADUAL,1,19,5.26
2010,RO,PDT,DEPUTADO ESTADUAL,1,19,5.26
2010,RO,PP*,DEPUTADO ESTADUAL,1,19,5.26
2010,RO,PP*,DEPUTADO FEDERAL,1,6,16.67
2010,RO,PRP,DEPUTADO ESTADUAL,1,19,5.26
2010,RO,PSB,DEPUTADO ESTADUAL,1,19,5.26
2010,RO,PSB,DEPUTADO FEDERAL,1,6,16.67
2010,RO,PSDB,DEPUTADO ESTADUAL,2,19,10.53
2010,RO,PT,DEPUTADO ESTADUAL,2,19,10.53
2010,RO,PTB,DEPUTADO ESTADUAL,1,19,5.26
2010,RO,PTB,DEPUTADO FEDERAL,1,6,16.67
2010,RO,PTN,DEPUTADO ESTADUAL,2,19,10.53
2010,RO,PV,DEPUTADO ESTADUAL,1,19,5.26
2010,RR,AGIR*,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,CIDADANIA*,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,DEM*,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,DEM*,DEPUTADO FEDERAL,1,6,16.67
2010,RR,MDB*,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,MDB*,DEPUTADO FEDERAL,2,6,33.33
2010,RR,MOBILIZA*,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,PC DO B,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,PDT,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,PL*,DEPUTADO ESTADUAL,2,18,11.11
2010,RR,PL*,DEPUTADO FEDERAL,1,6,16.67
2010,RR,PP*,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,PP*,DEPUTADO FEDERAL,1,6,16.67
2010,RR,PRTB*,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,PSB,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,PSC,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,PSDB,DEPUTADO ESTADUAL,2,18,11.11
2010,RR,PSL,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,PV,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,REPUBLICANOS*,DEPUTADO ESTADUAL,1,18,5.56
2010,RR,REPUBLICANOS*,DEPUTADO FEDERAL,1,6,16.67
2010,RS,CIDADANIA*,DEPUTADO ESTADUAL,2,49,4.08
2010,RS,DEM*,DEPUTADO ESTADUAL,1,49,2.04
2010,RS,DEM*,DEPUTADO FEDERAL,1,26,3.85
2010,RS,MDB*,DEPUTADO ESTADUAL,7,49,14.29
2010,RS,MDB*,DEPUTADO FEDERAL,3,26,11.54
2010,RS,PC DO B,DEPUTADO ESTADUAL,1,49,2.04
2010,RS,PC DO B,DEPUTADO FEDERAL,2,26,7.69
2010,RS,PDT,DEPUTADO ESTADUAL,6,49,12.24
2010,RS,PDT,DEPUTADO FEDERAL,2,26,7.69
2010,RS,PP*,DEPUTADO ESTADUAL,6,49,12.24
2010,RS,PP*,DEPUTADO FEDERAL,5,26,19.23
2010,RS,PSB,DEPUTADO ESTADUAL,3,49,6.12
2010,RS,PSB,DEPUTADO FEDERAL,2,26,7.69
2010,RS,PSDB,DEPUTADO ESTADUAL,4,49,8.16
2010,RS,PSDB,DEPUTADO FEDERAL,1,26,3.85
2010,RS,PT,DEPUTADO ESTADUAL,13,49,26.53
2010,RS,PT,DEPUTADO FEDERAL,7,26,26.92
2010,RS,PTB,DEPUTADO ESTADUAL,5,49,10.2
2010,RS,PTB,DEPUTADO FEDERAL,3,26,11.54
2010,RS,REPUBLICANOS*,DEPUTADO ESTADUAL,1,49,2.04
2010,SC,CIDADANIA*,DEPUTADO ESTADUAL,1,36,2.78
2010,SC,DEM*,DEPUTADO ESTADUAL,6,36,16.67
2010,SC,DEM*,DEPUTADO FEDERAL,3,14,21.43
2010,SC,MDB*,DEPUTADO ESTADUAL,10,36,27.78
2010,SC,MDB*,DEPUTADO FEDERAL,4,14,28.57
2010,SC,PC DO B,DEPUTADO ESTADUAL,1,36,2.78
2010,SC,PDT,DEPUTADO ESTADUAL,1,36,2.78
2010,SC,PP*,DEPUTADO ESTADUAL,5,36,13.89
2010,SC,PP*,DEPUTADO FEDERAL,2,14,14.29
2010,SC,PSDB,DEPUTADO ESTADUAL,4,36,11.11
2010,SC,PSDB,DEPUTADO FEDERAL,2,14,14.29
2010,SC,PT,DEPUTADO ESTADUAL,7,36,19.44
2010,SC,PT,DEPUTADO FEDERAL,3,14,21.43
2010,SC,PTB,DEPUTADO ESTADUAL,1,36,2.78
2010,SE,AGIR*,DEPUTADO ESTADUAL,1,21,4.76
2010,SE,AVANTE*,DEPUTADO ESTADUAL,1,21,4.76
2010,SE,DEM*,DEPUTADO ESTADUAL,3,21,14.29
2010,SE,DEM*,DEPUTADO FEDERAL,1,7,14.29
2010,SE,MDB*,DEPUTADO ESTADUAL,2,21,9.52
2010,SE,MDB*,DEPUTADO FEDERAL,1,7,14.29
2010,SE,PDT,DEPUTADO ESTADUAL,2,21,9.52
2010,SE,PL*,DEPUTADO FEDERAL,1,7,14.29
2010,SE,PP*,DEPUTADO ESTADUAL,1,21,4.76
2010,SE,PSB,DEPUTADO ESTADUAL,2,21,9.52
2010,SE,PSB,DEPUTADO FEDERAL,1,7,14.29
2010,SE,PSC,DEPUTADO ESTADUAL,4,21,19.05
2010,SE,PSC,DEPUTADO FEDERAL,1,7,14.29
2010,SE,PSDB,DEPUTADO ESTADUAL,1,21,4.76
2010,SE,PSL,DEPUTADO ESTADUAL,1,21,4.76
2010,SE,PT,DEPUTADO ESTADUAL,3,21,14.29
2010,SE,PT,DEPUTADO FEDERAL,1,7,14.29
2010,SE,REPUBLICANOS*,DEPUTADO FEDERAL,1,7,14.29
2010,SP,CIDADANIA*,DEPUTADO ESTADUAL,3,85,3.53
2010,SP,CIDADANIA*,DEPUTADO FEDERAL,3,64,4.69
2010,SP,DEM*,DEPUTADO ESTADUAL,8,85,9.41
2010,SP,DEM*,DEPUTADO FEDERAL,4,64,6.25
2010,SP,MDB*,DEPUTADO ESTADUAL,4,85,4.71
2010,SP,MDB*,DEPUTADO FEDERAL,1,64,1.56
2010,SP,PC DO B,DEPUTADO ESTADUAL,2,85,2.35
2010,SP,PC DO B,DEPUTADO FEDERAL,1,64,1.56
2010,SP,PDT,DEPUTADO ESTADUAL,4,85,4.71
2010,SP,PDT,DEPUTADO FEDERAL,2,64,3.12
2010,SP,PL*,DEPUTADO ESTADUAL,1,85,1.18
2010,SP,PL*,DEPUTADO FEDERAL,4,64,6.25
2010,SP,PP*,DEPUTADO ESTADUAL,1,85,1.18
2010,SP,PP*,DEPUTADO FEDERAL,4,64,6.25
2010,SP,PSB,DEPUTADO ESTADUAL,3,85,3.53
2010,SP,PSB,DEPUTADO FEDERAL,6,64,9.38
2010,SP,PSC,DEPUTADO ESTADUAL,4,85,4.71
2010,SP,PSC,DEPUTADO FEDERAL,2,64,3.12
2010,SP,PSDB,DEPUTADO ESTADUAL,20,85,23.53
2010,SP,PSDB,DEPUTADO FEDERAL,13,64,20.31
2010,SP,PSOL,DEPUTADO ESTADUAL,1,85,1.18
2010,SP,PSOL,DEPUTADO FEDERAL,1,64,1.56
2010,SP,PT,DEPUTADO ESTADUAL,21,85,24.71
2010,SP,PT,DEPUTADO FEDERAL,15,64,23.44
2010,SP,PTB,DEPUTADO ESTADUAL,3,85,3.53
2010,SP,PTB,DEPUTADO FEDERAL,2,64,3.12
2010,SP,PV,DEPUTADO ESTADUAL,8,85,9.41
2010,SP,PV,DEPUTADO FEDERAL,5,64,7.81
2010,SP,REPUBLICANOS*,DEPUTADO ESTADUAL,2,85,2.35
2010,SP,REPUBLICANOS*,DEPUTADO FEDERAL,1,64,1.56
2010,TO,CIDADANIA*,DEPUTADO ESTADUAL,2,22,9.09
2010,TO,CIDADANIA*,DEPUTADO FEDERAL,1,7,14.29
2010,TO,DEM*,DEPUTADO ESTADUAL,2,22,9.09
2010,TO,DEM*,DEPUTADO FEDERAL,2,7,28.57
2010,TO,MDB*,DEPUTADO ESTADUAL,6,22,27.27
2010,TO,MDB*,DEPUTADO FEDERAL,1,7,14.29
2010,TO,PDT,DEPUTADO FEDERAL,1,7,14.29
2010,TO,PL*,DEPUTADO ESTADUAL,3,22,13.64
2010,TO,PP*,DEPUTADO ESTADUAL,1,22,4.55
2010,TO,PP*,DEPUTADO FEDERAL,1,7,14.29
2010,TO,PSB,DEPUTADO ESTADUAL,1,22,4.55
2010,TO,PSDB,DEPUTADO ESTADUAL,2,22,9.09
2010,TO,PSDB,DEPUTADO FEDERAL,1,7,14.29
2010,TO,PT,DEPUTADO ESTADUAL,3,22,13.64
2010,TO,PTB,DEPUTADO ESTADUAL,1,22,4.55
2010,TO,PV,DEPUTADO ESTADUAL,1,22,4.55
2014,AC,DC*,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,DEM*,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,MDB*,DEPUTADO ESTADUAL,2,24,8.33
2014,AC,MDB*,DEPUTADO FEDERAL,2,8,25.0
2014,AC,PC DO B,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,PDT,DEPUTADO ESTADUAL,2,24,8.33
2014,AC,PL*,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,PP*,DEPUTADO ESTADUAL,2,24,8.33
2014,AC,PROS,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,PRP,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,PSB,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,PSB,DEPUTADO FEDERAL,1,8,12.5
2014,AC,PSD,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,PSDB,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,PSDB,DEPUTADO FEDERAL,1,8,12.5
2014,AC,PT,DEPUTADO ESTADUAL,5,24,20.83
2014,AC,PT,DEPUTADO FEDERAL,3,8,37.5
2014,AC,PTN,DEPUTADO ESTADUAL,2,24,8.33
2014,AC,PV,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,REPUBLICANOS*,DEPUTADO ESTADUAL,1,24,4.17
2014,AC,REPUBLICANOS*,DEPUTADO FEDERAL,1,8,12.5
2014,AL,CIDADANIA*,DEPUTADO ESTADUAL,2,27,7.41
2014,AL,DEM*,DEPUTADO ESTADUAL,2,27,7.41
2014,AL,MDB*,DEPUTADO ESTADUAL,3,27,11.11
2014,AL,MDB*,DEPUTADO FEDERAL,1,9,11.11
2014,AL,MOBILIZA*,DEPUTADO ESTADUAL,1,27,3.7
2014,AL,PDT,DEPUTADO ESTADUAL,2,27,7.41
2014,AL,PDT,DEPUTADO FEDERAL,1,9,11.11
2014,AL,PL*,DEPUTADO FEDERAL,1,9,11.11
2014,AL,PP*,DEPUTADO FEDERAL,1,9,11.11
2014,AL,PROS,DEPUTADO ESTADUAL,2,27,7.41
2014,AL,PROS,DEPUTADO FEDERAL,1,9,11.11
2014,AL,PRTB*,DEPUTADO ESTADUAL,3,27,11.11
2014,AL,PRTB*,DEPUTADO FEDERAL,1,9,11.11
2014,AL,PSB,DEPUTADO ESTADUAL,2,27,7.41
2014,AL,PSC,DEPUTADO ESTADUAL,1,27,3.7
2014,AL,PSD,DEPUTADO ESTADUAL,2,27,7.41
2014,AL,PSDB,DEPUTADO ESTADUAL,4,27,14.81
2014,AL,PSDB,DEPUTADO FEDERAL,1,9,11.11
2014,AL,PT,DEPUTADO ESTADUAL,2,27,7.41
2014,AL,PT,DEPUTADO FEDERAL,1,9,11.11
2014,AL,REPUBLICANOS*,DEPUTADO ESTADUAL,1,27,3.7
2014,AL,SOLIDARIEDADE*,DEPUTADO FEDERAL,1,9,11.11
2014,AM,CIDADANIA*,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,CIDADANIA*,DEPUTADO FEDERAL,1,8,12.5
2014,AM,DEM*,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,DEM*,DEPUTADO FEDERAL,1,8,12.5
2014,AM,MDB*,DEPUTADO ESTADUAL,3,24,12.5
2014,AM,MDB*,DEPUTADO FEDERAL,1,8,12.5
2014,AM,PC DO B,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,PDT,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,PL*,DEPUTADO ESTADUAL,2,24,8.33
2014,AM,PL*,DEPUTADO FEDERAL,1,8,12.5
2014,AM,PP*,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,PP*,DEPUTADO FEDERAL,1,8,12.5
2014,AM,PROS,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,PSB,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,PSC,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,PSD,DEPUTADO ESTADUAL,3,24,12.5
2014,AM,PSD,DEPUTADO FEDERAL,2,8,25.0
2014,AM,PSDB,DEPUTADO ESTADUAL,2,24,8.33
2014,AM,PSDB,DEPUTADO FEDERAL,1,8,12.5
2014,AM,PT,DEPUTADO ESTADUAL,2,24,8.33
2014,AM,PTN,DEPUTADO ESTADUAL,2,24,8.33
2014,AM,PV,DEPUTADO ESTADUAL,1,24,4.17
2014,AM,REPUBLICANOS*,DEPUTADO ESTADUAL,1,24,4.17
2014,AP,AVANTE*,DEPUTADO ESTADUAL,1,24,4.17
2014,AP,DC*,DEPUTADO ESTADUAL,1,24,4.17
2014,AP,DEM*,DEPUTADO ESTADUAL,1,24,4.17
2014,AP,MDB*,DEPUTADO ESTADUAL,2,24,8.33
2014,AP,MDB*,DEPUTADO FEDERAL,1,8,12.5
2014,AP,PDT,DEPUTADO ESTADUAL,2,24,8.33
2014,AP,PDT,DEPUTADO FEDERAL,1,8,12.5
2014,AP,PHS*,DEPUTADO ESTADUAL,1,24,4.17
2014,AP,PL*,DEPUTADO FEDERAL,1,8,12.5
2014,AP,PROS,DEPUTADO ESTADUAL,2,24,8.33
2014,AP,PSB,DEPUTADO ESTADUAL,2,24,8.33
2014,AP,PSB,DEPUTADO FEDERAL,1,8,12.5
2014,AP,PSC,DEPUTADO ESTADUAL,2,24,8.33
2014,AP,PSC,DEPUTADO FEDERAL,1,8,12.5
2014,AP,PSDB,DEPUTADO ESTADUAL,2,24,8.33
2014,AP,PSOL,DEPUTADO ESTADUAL,2,24,8.33
2014,AP,PT,DEPUTADO FEDERAL,1,8,12.5
2014,AP,PTB,DEPUTADO ESTADUAL,2,24,8.33
2014,AP,PTB,DEPUTADO FEDERAL,1,8,12.5
2014,AP,REPUBLICANOS*,DEPUTADO ESTADUAL,4,24,16.67
2014,AP,REPUBLICANOS*,DEPUTADO FEDERAL,1,8,12.5
2014,BA,AGIR*,DEPUTADO FEDERAL,1,39,2.56
2014,BA,DEM*,DEPUTADO ESTADUAL,6,63,9.52
2014,BA,DEM*,DEPUTADO FEDERAL,4,39,10.26
2014,BA,MDB*,DEPUTADO ESTADUAL,6,63,9.52
2014,BA,MDB*,DEPUTADO FEDERAL,1,39,2.56
2014,BA,PC DO B,DEPUTADO ESTADUAL,3,63,4.76
2014,BA,PC DO B,DEPUTADO FEDERAL,2,39,5.13
2014,BA,PDT,DEPUTADO ESTADUAL,5,63,7.94
2014,BA,PDT,DEPUTADO FEDERAL,1,39,2.56
2014,BA,PL*,DEPUTADO ESTADUAL,1,63,1.59
2014,BA,PL*,DEPUTADO FEDERAL,2,39,5.13
2014,BA,PP*,DEPUTADO ESTADUAL,5,63,7.94
2014,BA,PP*,DEPUTADO FEDERAL,4,39,10.26
2014,BA,PROS,DEPUTADO ESTADUAL,1,63,1.59
2014,BA,PRP,DEPUTADO ESTADUAL,2,63,3.17
2014,BA,PSB,DEPUTADO ESTADUAL,2,63,3.17
2014,BA,PSB,DEPUTADO FEDERAL,1,39,2.56
2014,BA,PSC,DEPUTADO ESTADUAL,2,63,3.17
2014,BA,PSC,DEPUTADO FEDERAL,2,39,5.13
2014,BA,PSD,DEPUTADO ESTADUAL,8,63,12.7
2014,BA,PSD,DEPUTADO FEDERAL,4,39,10.26
2014,BA,PSDB,DEPUTADO ESTADUAL,3,63,4.76
2014,BA,PSDB,DEPUTADO FEDERAL,3,39,7.69
2014,BA,PSL,DEPUTADO ESTADUAL,1,63,1.59
2014,BA,PT,DEPUTADO ESTADUAL,11,63,17.46
2014,BA,PT,DEPUTADO FEDERAL,8,39,20.51
2014,BA,PTB,DEPUTADO FEDERAL,2,39,5.13
2014,BA,PTN,DEPUTADO ESTADUAL,3,63,4.76
2014,BA,PTN,DEPUTADO FEDERAL,1,39,2.56
2014,BA,PV,DEPUTADO ESTADUAL,2,63,3.17
2014,BA,REPUBLICANOS*,DEPUTADO ESTADUAL,2,63,3.17
2014,BA,REPUBLICANOS*,DEPUTADO FEDERAL,2,39,5.13
2014,BA,SOLIDARIEDADE*,DEPUTADO FEDERAL,1,39,2.56
2014,CE,CIDADANIA*,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,CIDADANIA*,DEPUTADO FEDERAL,1,22,4.55
2014,CE,DC*,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,DEM*,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,DEM*,DEPUTADO FEDERAL,1,22,4.55
2014,CE,MDB*,DEPUTADO ESTADUAL,6,46,13.04
2014,CE,MDB*,DEPUTADO FEDERAL,3,22,13.64
2014,CE,PATRIOTA*,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,PC DO B,DEPUTADO ESTADUAL,2,46,4.35
2014,CE,PC DO B,DEPUTADO FEDERAL,1,22,4.55
2014,CE,PDT,DEPUTADO ESTADUAL,3,46,6.52
2014,CE,PDT,DEPUTADO FEDERAL,1,22,4.55
2014,CE,PHS*,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,PHS*,DEPUTADO FEDERAL,1,22,4.55
2014,CE,PL*,DEPUTADO ESTADUAL,2,46,4.35
2014,CE,PL*,DEPUTADO FEDERAL,2,22,9.09
2014,CE,PP*,DEPUTADO ESTADUAL,2,46,4.35
2014,CE,PROS,DEPUTADO ESTADUAL,12,46,26.09
2014,CE,PROS,DEPUTADO FEDERAL,3,22,13.64
2014,CE,PRP,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,PSC,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,PSD,DEPUTADO ESTADUAL,2,46,4.35
2014,CE,PSDB,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,PSDB,DEPUTADO FEDERAL,1,22,4.55
2014,CE,PSL,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,PSL,DEPUTADO FEDERAL,1,22,4.55
2014,CE,PSOL,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,PT,DEPUTADO ESTADUAL,2,46,4.35
2014,CE,PT,DEPUTADO FEDERAL,4,22,18.18
2014,CE,PTB,DEPUTADO FEDERAL,1,22,4.55
2014,CE,PTN,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,PV,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,REPUBLICANOS*,DEPUTADO ESTADUAL,1,46,2.17
2014,CE,REPUBLICANOS*,DEPUTADO FEDERAL,1,22,4.55
2014,CE,SOLIDARIEDADE*,DEPUTADO ESTADUAL,2,46,4.35
2014,CE,SOLIDARIEDADE*,DEPUTADO FEDERAL,1,22,4.55
2014,DF,AGIR*,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,DEM*,DEPUTADO FEDERAL,1,8,12.5
2014,DF,MDB*,DEPUTADO DISTRITAL,3,24,12.5
2014,DF,MDB*,DEPUTADO FEDERAL,1,8,12.5
2014,DF,PATRIOTA*,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,PDT,DEPUTADO DISTRITAL,3,24,12.5
2014,DF,PHS*,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,PL*,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,PL*,DEPUTADO FEDERAL,1,8,12.5
2014,DF,PP*,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,PPL,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,PROS,DEPUTADO FEDERAL,1,8,12.5
2014,DF,PRTB*,DEPUTADO DISTRITAL,2,24,8.33
2014,DF,PSD,DEPUTADO FEDERAL,1,8,12.5
2014,DF,PSDB,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,PSDB,DEPUTADO FEDERAL,1,8,12.5
2014,DF,PT,DEPUTADO DISTRITAL,4,24,16.67
2014,DF,PT,DEPUTADO FEDERAL,1,8,12.5
2014,DF,PTB,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,PTN,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,PV,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,REPUBLICANOS*,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,SOLIDARIEDADE*,DEPUTADO DISTRITAL,1,24,4.17
2014,DF,SOLIDARIEDADE*,DEPUTADO FEDERAL,1,8,12.5
2014,ES,AGIR*,DEPUTADO ESTADUAL,1,30,3.33
2014,ES,CIDADANIA*,DEPUTADO ESTADUAL,2,30,6.67
2014,ES,DEM*,DEPUTADO ESTADUAL,2,30,6.67
2014,ES,MDB*,DEPUTADO ESTADUAL,4,30,13.33
2014,ES,MDB*,DEPUTADO FEDERAL,1,10,10.0
2014,ES,MOBILIZA*,DEPUTADO ESTADUAL,1,30,3.33
2014,ES,PATRIOTA*,DEPUTADO ESTADUAL,1,30,3.33
2014,ES,PDT,DEPUTADO ESTADUAL,2,30,6.67
2014,ES,PDT,DEPUTADO FEDERAL,1,10,10.0
2014,ES,PL*,DEPUTADO ESTADUAL,1,30,3.33
2014,ES,PP*,DEPUTADO ESTADUAL,2,30,6.67
2014,ES,PP*,DEPUTADO FEDERAL,1,10,10.0
2014,ES,PROS,DEPUTADO FEDERAL,1,10,10.0
2014,ES,PRP,DEPUTADO ESTADUAL,3,30,10.0
2014,ES,PRTB*,DEPUTADO ESTADUAL,1,30,3.33
2014,ES,PSB,DEPUTADO ESTADUAL,2,30,6.67
2014,ES,PSB,DEPUTADO FEDERAL,1,10,10.0
2014,ES,PSD,DEPUTADO ESTADUAL,1,30,3.33
2014,ES,PSDB,DEPUTADO ESTADUAL,2,30,6.67
2014,ES,PSDB,DEPUTADO FEDERAL,1,10,10.0
2014,ES,PT,DEPUTADO ESTADUAL,3,30,10.0
2014,ES,PT,DEPUTADO FEDERAL,2,10,20.0
2014,ES,PV,DEPUTADO ESTADUAL,1,30,3.33
2014,ES,PV,DEPUTADO FEDERAL,1,10,10.0
2014,ES,SOLIDARIEDADE*,DEPUTADO ESTADUAL,1,30,3.33
2014,ES,SOLIDARIEDADE*,DEPUTADO FEDERAL,1,10,10.0
2014,GO,CIDADANIA*,DEPUTADO FEDERAL,1,17,5.88
2014,GO,DEM*,DEPUTADO ESTADUAL,1,41,2.44
2014,GO,MDB*,DEPUTADO ESTADUAL,5,41,12.2
2014,GO,MDB*,DEPUTADO FEDERAL,2,17,11.76
2014,GO,MOBILIZA*,DEPUTADO ESTADUAL,1,41,2.44
2014,GO,PC DO B,DEPUTADO ESTADUAL,1,41,2.44
